Date,Predict_price,actual_p,actual_p-1,type,difference
12/06/2022,3205.627197265625,3212.5334,3181.9155,buy,-6.906202734374801
12/09/2022,3200.09034744444,3206.9502,3196.0156,buy,-6.859852555560337
12/09/2022,3200.09034744444,3206.9502,3196.0156,buy,-6.859852555560337
12/16/2022,3167.3231127750273,3167.8576,3177.1995,buy,-0.5344872249725086
12/27/2022,3081.6280456617324,3095.5678,3048.1963,buy,-13.939754338267448
01/07/2022,3593.8890934505575,3579.5427,3581.2184,sell,14.34639345055757
01/11/2022,3572.427345275879,3567.4409,3572.7434,sell,4.98644527587885
02/07/2022,3436.383810160751,3429.5809,3407.5933,sell,6.802910160751253
02/09/2022,3482.008510671228,3479.9458,3428.5424,sell,2.06271067122816
02/10/2022,3481.6902990677577,3485.9071,3450.818,sell,-4.216800932242222
02/21/2022,3487.037684960597,3490.6123,3451.6318,sell,-3.574615039402943
02/24/2022,3436.061938211387,3429.9564,3458.5139,sell,6.105538211386829
03/09/2022,3203.568238663592,3256.3884,3372.5546,sell,-52.82016133640764
03/14/2022,3169.6545333859053,3223.5328,3259.3227,sell,-53.87826661409463
03/16/2022,3440.319457425191,3170.7103,3192.3637,sell,269.6091574251909
03/28/2022,3222.954649165171,3214.5027,3247.1568,sell,8.451949165170845
04/01/2022,3284.8996689495043,3282.7166,3256.1369,sell,2.1830689495041042
04/21/2022,3122.0617426773106,3079.8077,3189.8912,sell,42.254042677310736
04/25/2022,2908.690853428298,2928.5118,3058.4044,sell,-19.82094657170228
04/28/2022,2945.365037821548,2975.4848,2866.8161,sell,-30.11976217845222
05/06/2022,2965.6573865486125,3001.5605,3044.8491,sell,-35.903113451387526
05/16/2022,3074.182713618516,3073.7488,3068.0331,sell,0.4339136185162715
05/20/2022,3136.410349262034,3146.5673,3046.7104,sell,-10.156950737966326
06/07/2022,3250.6664792057436,3241.7635,3196.9552,sell,8.902979205743577
07/11/2022,3315.454739611831,3313.584,3380.3686,sell,1.8707396118311408
07/15/2022,3246.0952980904,3228.0609,3277.4545,sell,18.034398090399918
07/22/2022,3266.4264841105196,3269.9739,3297.6614,sell,-3.5474158894803622
08/02/2022,3163.200339467813,3186.2664,3246.6161,sell,-23.06606053218684
09/09/2022,3268.0885308567786,3262.0542,3245.557,sell,6.034330856778524
09/13/2022,3273.3712603895424,3263.7972,3241.1809,sell,9.57406038954241
09/30/2022,3016.6789862134337,3024.3905,3067.4727,sell,-7.711513786566229
10/10/2022,2971.021959837457,2974.1454,3042.1664,sell,-3.12344016254292
10/17/2022,3056.5968135752296,3084.9423,3035.0341,sell,-28.34548642477057
10/20/2022,3038.6168212890625,3035.0504,3073.2616,sell,3.5664212890624185
10/24/2022,2985.5110795184414,2977.5554,3038.0358,sell,7.9556795184412294
10/31/2022,2920.70893329348,2893.4829,2967.0221,sell,27.226033293480214
11/02/2022,2991.633731398974,3003.3699,2899.4985,sell,-11.736168601026293
11/03/2022,2976.857885378387,2997.8057,2960.6465,sell,-20.947814621612906
11/11/2022,3122.427171670677,3087.2926,3031.6915,sell,35.134571670676905
11/11/2022,3122.427171670677,3087.2926,3031.6915,sell,35.134571670676905
11/25/2022,3104.9108239617194,3101.6932,3104.0955,sell,3.217623961719255
12/12/2022,3179.390598738954,3179.0417,3197.1183,sell,0.3488987389537215
12/20/2022,3088.4375177522943,3073.7659,3165.3092,sell,14.671617752294424
12/21/2022,3090.493122309708,3068.4105,3098.9532,sell,22.082622309707858
12/22/2022,3068.4144018359916,3054.4313,3078.3312,sell,13.98310183599142
12/23/2022,3044.136371463294,3045.8664,3085.8004,sell,-1.7300285367059587
12/28/2022,3083.048068783876,3087.3997,3077.7469,sell,-4.351631216124133
12/29/2022,3059.456540166523,3073.7016,3088.6174,sell,-14.245059833476716
